Address,SourceEUI(kBtu/sf),SecondLargestPropertyUseType,PrimaryPropertyType,State,NaturalGas(therms),Electricity(kBtu),SiteEUIWN(kBtu/sf),ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),TaxParcelIdentificationNumber,Neighborhood,Outlier,BuildingType,DefaultData,City,PropertyGFABuilding(s),SteamUse(kBtu),PropertyName,ListOfAllPropertyUseTypes,YearBuilt,GHGEmissionsIntensity,CouncilDistrictCode,Longitude,LargestPropertyUseTypeGFA,PropertyGFAParking,SiteEUI(kBtu/sf),Latitude,SourceEUIWN(kBtu/sf),ZipCode,PropertyGFATotal,NumberofFloors,YearsENERGYSTARCertified,NaturalGas(kBtu),LargestPropertyUseType,OSEBuildingID,Electricity(kWh),ENERGYSTARScore,DataYear,ComplianceStatus,ThirdLargestPropertyUseType,NumberofBuildings,SecondLargestPropertyUseTypeGFA
1400 6th Avenue,182.5,Parking,Hotel,WA,233249.9219,45545529.0,82.80000305,0.0,82318072.0,1976700095,DOWNTOWN,,NonResidential,False,Seattle,847518,11598686.0,Sheraton Seattle Hotel,"Hotel, Parking, Swimming Pool",1982,2.47,7,-122.33339,994212.0,146694,80.90000153,47.61087,184.5,98101.0,994212,34.0,,23324992.0,Hotel,63,13348631.0,63.0,2016,Compliant,Swimming Pool,1.0,117668.0
811 S MASSACHUSETTS ST,318.7000122,,Other,WA,0.0,834712.0,110.40000149999999,,907591.625,7666203295,GREATER DUWAMISH,,NonResidential,False,Seattle,25460,0.0,COIN,Other,1952,0.23,2,-122.3224,8223.0,0,101.5,47.587540000000004,346.60000610000003,98134.0,25460,1.0,,0.0,Other,24950,244640.0,,2016,Compliant,,1.0,
2040 WESTLAKE AVE N,366.39999389999997,,Restaurant,WA,39207.78516,2664187.0,205.6999969,,7007726.0,4088803835,LAKE UNION,,NonResidential,False,Seattle,34072,0.0,(ID25461) CHINA HARBOR RESTURANT & MARINA,Restaurant,1962,6.66,7,-122.33988000000001,34072.0,0,193.3000031,47.63734,388.39999389999997,98109.0,34072,2.0,,3920779.0,Restaurant,25461,780828.6875,,2016,Compliant,,0.0,
719 8th Ave S,114.1999969,,Other,WA,5537.299805,396546.052,65.90000153,,1053705.75,3558300000,DOWNTOWN,,Nonresidential COS,False,Seattle,16000,0.0,International district/Chinatown CC,Other - Recreation,2004,2.01,2,-122.32283000000001,16000.0,0,59.40000153,47.59625,118.90000149999999,,16000,1.0,,553729.9805,Other - Recreation,50223,116221.0,,2016,Compliant,,1.0,
703 S Fidalgo St,107.6999969,,Warehouse,WA,0.0,1951856.0,34.29999924,,1951856.25,2738100480,GREATER DUWAMISH,,NonResidential,False,Seattle,115620,0.0,NWCP-SEA Bldg C,Non-Refrigerated Warehouse,1966,0.12,2,-122.32446000000002,56900.0,0,34.29999924,47.54923,107.6999969,98108.0,115620,1.0,,0.0,Non-Refrigerated Warehouse,794,572056.3125,11.0,2016,Compliant,,1.0,
2400 1st Ave S,25.5,,Self-Storage Facility,WA,0.0,209699.0,8.300000191,,214950.9063,7666206065,GREATER DUWAMISH,,NonResidential,False,Seattle,25821,0.0,1st Ave Self Storage,Self-Storage Facility,1925,0.06,2,-122.33368999999999,25821.0,0,8.100000381000001,47.58168,26.10000038,98134.0,25821,2.0,,0.0,Self-Storage Facility,24593,61459.19922,,2016,Compliant,,1.0,
1420 S Trenton,451.20001219999995,Laboratory,Large Office,WA,81453.0,45321378.0,161.8999939,16766.0,54136068.0,7883608601,GREATER DUWAMISH,,Campus,False,Seattle,302494,0.0,South Park,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",1980,2.24,1,-122.31233999999999,240984.0,31874,159.8999939,47.52429,453.29998780000005,98108.0,334368,2.0,,8145300.0,Office,261,13282936.0,,2016,Compliant,Other - Utility,14.0,72963.0
2720 East Madison,483.70001219999995,,Other,WA,49182.0,3603789.0,253.89999390000003,,8652913.0,5016001680,Central,,NonResidential,False,Seattle,34074,0.0,Bailey Boushay House,Other/Specialty Hospital,1991,8.4,3,-122.29688,34074.0,0,250.10000609999997,47.62342,487.70001219999995,98112.0,34074,3.0,,4918200.0,Other/Specialty Hospital,27668,1056210.125,,2016,Compliant,,1.0,
2201 Sixth Avenue,185.6000061,Parking,Large Office,WA,26676.80078,15083312.0,67.5,,18235512.0,0697000235,DOWNTOWN,,NonResidential,False,Seattle,261722,0.0,Blanchard Plaza (CoS Energy Reporting),"Office, Parking",1983,0.65,7,-122.34165,270237.0,116280,65.69999695,47.615990000000004,185.8999939,98121.0,378002,15.0,2016201320122011201020092008,2667680.0,Office,751,4420666.0,85.0,2016,Compliant,,1.0,71602.0
4245 Roosevelt Way NE,266.3999939,,Medical Office,WA,4175.669922,8005293.0,87.69999695,,8422861.0,1145000310,NORTHEAST,,NonResidential,False,Seattle,95995,0.0,4245 Roosevelt 2ros4245,Medical Office,1994,0.41,4,-122.3183,95995.0,95281,87.69999695,47.658840000000005,266.3999939,98105.0,191276,4.0,,417567.0,Medical Office,495,2346217.25,21.0,2016,Compliant,,1.0,
316 2nd Ave S,167.5,Other,Small- and Mid-Sized Office,WA,10034.16992,1095970.0,79.69999695,,2139205.25,5247800855,DOWNTOWN,,NonResidential,False,Seattle,26830,0.0,Moses Building,"Office, Other",1900,2.27,7,-122.33115,16838.0,0,78.19999695,47.599540000000005,169.0,98104.0,26830,3.0,,1003417.0,Office,26706,321210.4063,,2016,Compliant,,0.0,10000.0
500 9th Avenue North,109.8000031,Parking,Large Office,WA,21579.98438,14213039.0,39.40000153,,16810854.0,1983200075,LAKE UNION,,NonResidential,False,Seattle,427181,0.0,Amazon Phase VI,"Office, Parking",2014,0.5,7,-122.33941000000002,427181.0,0,38.29999924,47.62384,111.90000149999999,98109.0,427181,6.0,20172016,2157998.0,Office,49985,4165603.5,99.0,2016,Compliant,,1.0,169195.0
4468 Stone Way N.,142.1000061,Retail Store,Small- and Mid-Sized Office,WA,1613.089966,1477827.0,49.40000153,0.0,1672465.625,7821200160,LAKE UNION,,NonResidential,False,Seattle,31774,0.0,Wallingford Plaza,"Office, Parking, Retail Store",1916,0.59,4,-122.34172,19896.0,0,48.40000153,47.661159999999995,143.8999939,98103.0,31774,3.0,201620152014,161309.0,Office,23768,433126.3125,85.0,2016,Compliant,Parking,1.0,13941.0
4105 California Ave SW,63.29999924,K-12 School,Worship Facility,WA,8034.310547,162220.0,52.0,,1110209.25,0194001030,SOUTHWEST,,NonResidential,False,Seattle,21364,0.0,First Lutheran Church of West Seattle,"K-12 School, Worship Facility",1949,2.05,1,-122.38725,15364.0,0,45.20000076,47.56633,71.40000153,98116.0,21364,2.0,,803431.0,Worship Facility,19787,47544.0,86.0,2016,Compliant,,1.0,6000.0
1249 NE 145TH ST,394.10000610000003,,Other,WA,0.0,5981430.0,125.8000031,,5996179.5,6632300641,North,,NonResidential,False,Seattle,47237,0.0,EMERSON,Other,1948,0.88,5,-122.31366000000001,47661.0,0,125.5,47.73368,395.0,98155.0,47237,2.0,,0.0,Other,27303,1753056.75,,2016,Compliant,,1.0,
1904 Third Avenue,214.60000609999997,Office,Mixed Use Property,WA,0.0,16877013.0,80.09999847,103200.0,21536130.0,1977201315,DOWNTOWN,,Campus,False,Seattle,258497,3902781.25,Securities Building Campus,"Data Center, Office, Parking, Restaurant, Retail Store",1913,1.62,7,-122.33903000000001,155000.0,0,77.30000305,47.61229,218.0,98101.0,258497,10.0,,0.0,Parking,432,4946369.5,,2016,Compliant,Retail Store,3.0,145594.0
110 Cherry Street,99.0,Retail Store,Mixed Use Property,WA,3649.539795,697769.0,44.90000153,3000.0,1167559.75,0939000235,DOWNTOWN,,NonResidential,False,Seattle,28600,0.0,Good Arts Building,"Office, Restaurant, Retail Store",1903,0.85,7,-122.33407,12000.0,0,40.90000153,47.60284,103.1999969,98104.0,28600,3.0,,364954.0,Office,19857,204504.2969,,2016,Compliant,Restaurant,1.0,11000.0
2900 4th ave. so.,74.40000153,,Distribution Center,WA,1900.920166,918219.0,28.5,,1180859.625,7666204180,GREATER DUWAMISH,,NonResidential,False,Seattle,41248,0.0,2900,Distribution Center,1937,0.4,2,-122.32843999999999,41430.0,0,26.79999924,47.57747,77.69999695,98134.0,41248,1.0,,190092.0,Distribution Center,24225,269114.5,37.0,2016,Compliant,,1.0,
225 ROY ST,270.9,,Other,WA,16013.0,1457443.0,143.1,,3304633.0,5457800275,MAGNOLIA / QUEEN ANNE,,NonResidential,No,SEATTLE,23098,0.0,TEATRO ZINZANNI,Performing Arts,2008,3.85,7,-122.35187531,23098.0,0,132.4,47.62526703,277.0,98109,23098,2.0,,1601256.0,Performing Arts,27639,427134.0,,2015,Compliant,,1.0,
1503 3RD AVE W,490.70001219999995,,Other,WA,0.0,5447076.0,154.8999939,,5400237.5,4232903455,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,36771,0.0,ATWATER,Other,1956,1.03,7,-122.36141,34856.0,0,156.3000031,47.63286,486.5,98119.0,36771,2.0,,0.0,Other,27456,1596446.625,,2016,Compliant,,1.0,
2005 5th Ave,127.40000149999999,Bank Branch,Other,WA,0.0,974524.0,62.20000076,,2013033.75,0659001020,DOWNTOWN,,NonResidential,False,Seattle,32356,882630.6875,Griffin Building,"Bank Branch, Financial Office",1927,2.32,7,-122.33958999999999,25876.0,0,57.40000153,47.613620000000004,131.8000031,98121.0,32356,4.0,,0.0,Financial Office,20073,285616.5938,81.0,2016,Compliant,,1.0,6480.0
1118 NW Leary Way,59.29999924,,Warehouse,WA,0.0,752104.0,19.39999962,,774360.0,2768302361,BALLARD,,NonResidential,False,Seattle,39840,0.0,Building A,Non-Refrigerated Warehouse,1980,0.13,6,-122.37185,39840.0,0,18.89999962,47.66411,61.0,98107.0,39840,1.0,,0.0,Non-Refrigerated Warehouse,22264,220429.0938,2.0,2016,Compliant,,1.0,
13550 Aurora Ave. N.,246.1999969,,Supermarket / Grocery Store,WA,31167.82617,10307295.0,95.5,,13827966.0,1926049230,NORTHWEST,,NonResidential,False,Seattle,144776,0.0,Sam's Club #18-6687,Wholesale Club/Supercenter,1984,1.64,5,-122.34213999999999,144776.0,0,92.69999695,47.72803,249.10000609999997,98133.0,144776,1.0,,3116783.0,Wholesale Club/Supercenter,517,3020895.5,56.0,2016,Compliant,,0.0,
3317 3rd Ave S,143.8999939,Office,Other,WA,3943.349854,1782740.0,54.59999847,,2283131.0,1327300004,GREATER DUWAMISH,,NonResidential,False,Seattle,41790,0.0,D W Close Co,"Office, Social/Meeting Hall",1969,0.8,2,-122.33046000000002,21790.0,0,52.09999847,47.57383,146.5,98134.0,41790,2.0,,394335.0,Social/Meeting Hall,20393,522491.0938,,2016,Compliant,,1.0,20000.0
2101 Fourth Avenue,187.3999939,Parking,Large Office,WA,0.0,25307741.0,61.70000076,,26144226.0,0694000205,DOWNTOWN,,NonResidential,False,Seattle,427155,0.0,Fourth and Blanchard,"Office, Parking",1979,0.32,7,-122.34244,424044.0,116721,59.70000076,47.614309999999996,193.6000061,98121.0,543876,24.0,,0.0,Office,373,7417274.5,79.0,2016,Compliant,,1.0,107300.0
2230 4th Ave S,145.1999969,,Warehouse,WA,31292.4082,1782902.0,86.40000153,,5285776.5,7666204430,GREATER DUWAMISH,,NonResidential,False,Seattle,61200,0.0,Pacific Iron & Metal,Non-Refrigerated Warehouse,1931,2.92,2,-122.32866000000001,61200.0,0,80.30000305,47.582409999999996,151.6000061,98134.0,61200,2.0,,3129241.0,Non-Refrigerated Warehouse,728,522538.6875,16.0,2016,Compliant,,1.0,
1255 HARRISON ST,73.8,,Non-Refrigerated Warehouse,WA,23.0,1573323.0,23.5,,1575581.0,6849200005,LAKE UNION,,NonResidential,No,SEATTLE,66968,0.0,EVERGREEN WHLSLE FLORIST (DEMOLISHED),,1955,0.06,7,-122.3311285,,0,23.5,47.62145274,73.8,98109,66968,1.0,,2323.0,,560,461096.0,1.0,2015,Compliant,,1.0,
9229 10th Avenue South,26.89999962,,Warehouse,WA,1419.610107,220913.0,12.69999981,,398438.5938,2433700076,GREATER DUWAMISH,,NonResidential,True,Seattle,31300,0.0,Halfon Candy Company,Non-Refrigerated Warehouse,1978,0.29,1,-122.3212,31300.0,0,11.60000038,47.51968,28.10000038,98108.0,31300,1.0,,141961.0,Non-Refrigerated Warehouse,21898,64745.89844,89.0,2016,Error - Correct Default Data,,1.0,
720 Broadway,509.0,Parking,Other,WA,552.6221924,5305454.0,252.10000609999997,,11542708.0,1978201421,EAST,,NonResidential,False,Seattle,34380,5473370.5,Pacific Northwest Research,"Other - Education, Parking",1988,10.1,3,-122.3205368,45780.0,11400,236.6999969,47.60865694,527.5999756,98122.0,45780,5.0,,55262.0,Other - Education,21364,1554939.625,,2016,Compliant,,1.0,4500.0
520-530 Westlake Ave. North,112.1999969,,Retail Store,WA,14069.10059,1146853.0,64.30000305,,2912179.5,1983200180,LAKE UNION,,NonResidential,False,Seattle,45271,0.0,Guitar Center (Block 38W) - SEDO,Retail Store,1964,1.83,7,-122.33803999999999,45271.0,0,56.40000153,47.62399,119.09999850000001,98109.0,45271,2.0,,1406910.0,Retail Store,21397,336123.5,57.0,2016,Compliant,,1.0,
13244 Aurora Avenue North,276.10000610000003,,Other,WA,29383.96875,2973668.0,135.6999969,,6104259.5,1926049370,NORTHWEST,,NonResidential,False,Seattle,45000,0.0,Fitness International North Seattle,Other - Recreation,2007,3.93,5,-122.34338000000001,45000.0,0,131.3999939,47.726440000000004,280.5,98133.0,45000,2.0,,2938397.0,Other - Recreation,21233,871532.375,,2016,Compliant,,1.0,
8333 55th ave ne,476.1000061000001,Retail Store,Other,WA,73617.08594,3598398.0,283.10000610000003,644.0,11316338.0,0325049004,NORTHEAST,,NonResidential,False,Seattle,39971,0.0,Sand Point Country Club,"Office, Other, Retail Store, Swimming Pool",1928,10.41,4,-122.27096999999999,36185.0,0,274.2000122,47.68541,484.20001219999995,98115.0,39971,3.0,,7361709.0,Other,19584,1054630.0,,2016,Compliant,Office,1.0,3142.0
1401 NW Leary Way,34.40000153,,Worship Facility,WA,5150.350098,271219.0,22.5,,911009.375,2768302590,BALLARD,,NonResidential,False,Seattle,40445,0.0,Quest Church,Worship Facility,1975,0.72,6,-122.37438999999999,40445.0,0,19.39999962,47.663270000000004,37.70000076,98107.0,40445,1.0,,515035.0,Worship Facility,22438,79489.70313,92.0,2016,Compliant,,1.0,
400 Mercer Street,79.30000305,,Small- and Mid-Sized Office,WA,2912.170166,1888502.0,28.20000076,,2220030.5,5457801420,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,50245,0.0,400 Mercer Street,Office,1987,0.36,7,-122.34843000000001,78672.0,28427,27.70000076,47.624759999999995,79.80000305,98109.0,78672,6.0,,291217.0,Office,549,553488.375,98.0,2016,Compliant,,1.0,
535 Terry Ave. North,148.5,Parking,Large Office,WA,201.9499969,5651060.0,49.09999847,1595.0,5869476.5,1983200150,LAKE UNION,,NonResidential,False,Seattle,118248,0.0,Interurban Exchange II - SEDO,"Office, Other, Parking",2009,0.22,7,-122.33755,118016.0,66234,47.40000153,47.62402,153.6000061,98109.0,184482,5.0,,20195.0,Office,468,1656231.0,95.0,2016,Compliant,Other,1.0,66234.0
9725 3rd Avenue,221.8000031,Parking,Small- and Mid-Sized Office,WA,0.0,6029121.0,74.40000153,,6353294.0,2434900020,NORTH,,NonResidential,False,Seattle,88774,0.0,Northgate Exec Center C,"Office, Parking",1979,0.47,5,-122.32663000000001,85339.0,0,70.59999847,47.69999,233.8000031,98115.0,88774,6.0,,0.0,Office,459,1767034.25,53.0,2016,Compliant,,1.0,0.0
1516 15th AVE W,91.69999695,Office,Warehouse,WA,1910.729858,844482.0,34.79999924,2388.0,1083153.75,7666201665,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,47554,0.0,Builders Hardware & Supply,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",1931,0.34,7,-122.37581999999999,18133.0,0,33.29999924,47.6331,93.0,98119.0,47554,1.0,,191073.0,Non-Refrigerated Warehouse,23736,247503.4063,,2016,Compliant,Retail Store,1.0,8679.0
1100 Poplar Place S,91.0,,Self-Storage Facility,WA,4651.680176,678658.0,44.0,,1266706.875,7133800125,GREATER DUWAMISH,,NonResidential,False,Seattle,28800,0.0,Seattle Self Storage,Self-Storage Facility,1956,1.02,3,-122.31042,28800.0,0,39.70000076,47.592909999999996,95.40000153,98144.0,28800,2.0,,465168.0,Self-Storage Facility,25364,198903.4063,,2016,Compliant,,1.0,
605 5th Ave S,175.6000061,,Large Office,WA,455.6696472,14980783.0,56.09999847,,15033874.0,8809700040,DOWNTOWN,,NonResidential,False,Seattle,268130,0.0,605 Union Station,Office,2000,0.4,2,-122.32768,268130.0,0,56.0,47.59666,175.6000061,98104.0,268130,11.0,20162015201420132012201020092008,45567.0,Office,29550,4390616.5,88.0,2016,Compliant,,1.0,
1455 NW Leary Way,215.89999390000003,,Small- and Mid-Sized Office,WA,0.0,4817062.0,68.69999695,,4817062.0,2768302690,BALLARD,,NonResidential,False,Seattle,71037,0.0,1455 Leary,Office,2001,0.36,6,-122.37548999999999,70074.0,21055,68.69999695,47.6633,215.89999390000003,98107.0,92092,4.0,,0.0,Office,734,1411800.0,5.0,2016,Compliant,,1.0,
923 S. Bayview St.,34.0,,Warehouse,WA,0.0,416886.0,10.80000019,,416885.5938,7666202991,GREATER DUWAMISH,,NonResidential,False,Seattle,38630,0.0,Bayview Building,Non-Refrigerated Warehouse,1936,0.08,2,-122.32031,38500.0,0,10.80000019,47.58082,34.0,98134.0,38630,1.0,,0.0,Non-Refrigerated Warehouse,23963,122182.2031,33.0,2016,Compliant,,1.0,
1701 4th Ave S,67.59999847,Office,Retail Store,WA,3334.540039,831084.0,29.20000076,,1278856.25,7666204995,GREATER DUWAMISH,,NonResidential,False,Seattle,43794,0.0,Outdoor Emporium,"Office, Retail Store",1975,0.54,2,-122.32943999999999,34038.0,0,26.60000038,47.58801,70.30000305,98134.0,43794,1.0,,333454.0,Retail Store,24461,243576.7031,88.0,2016,Compliant,,1.0,9756.0
6556 35th AVE NE,56.40000153,,Worship Facility,WA,5702.960938,208060.0,40.09999847,,891251.5,0431000005,NORTHEAST,,NonResidential,False,Seattle,22220,0.0,University Unitarian Church,Worship Facility,1957,1.43,4,-122.28996000000001,22220.0,0,35.0,47.67738,61.70000076,98115.0,22220,2.0,,570296.0,Worship Facility,19461,60978.80078,90.0,2016,Compliant,,1.0,
8524 8th Ave. NE,79.40000153,,K-12 School,WA,3011.23999,504519.0,36.79999924,,880687.3125,5100400125,NORTH,,NonResidential,False,Seattle,23923,0.0,St. Catherine School,K-12 School,1931,0.82,5,-122.31992,23923.0,0,33.70000076,47.69061,83.5,98115.0,23923,2.0,,301124.0,K-12 School,23956,147866.2031,69.0,2016,Compliant,,1.0,
701 North 36th Street,164.3999939,Retail Store,Small- and Mid-Sized Office,WA,0.0,1291405.0,52.29999924,1500.0,1291405.25,1972202940,LAKE UNION,,NonResidential,False,Seattle,27730,0.0,The Peck Building,"Office, Parking, Retail Store",2001,0.27,6,-122.34953999999999,15908.0,6010,52.29999924,47.651140000000005,164.3999939,98103.0,33740,5.0,,0.0,Office,21125,378489.1875,79.0,2016,Compliant,Parking,1.0,8762.0
1100 Fairview Ave No.,202.1999969,Parking,Large Office,WA,91609.10156,20922584.0,81.59999847,,30401640.0,1984200135,LAKE UNION,,NonResidential,False,Seattle,353919,0.0,Arnold Building,"Office, Parking",2002,1.13,3,-122.33035,372503.0,206597,80.80000305,47.62855,200.6000061,98109.0,560516,5.0,,9160910.0,Office,475,6132058.5,71.0,2016,Compliant,,1.0,189133.0
77 Yesler Way,116.90000149999999,,Hotel,WA,7889.02002,1069553.0,64.5,,2934339.25,5247800005,DOWNTOWN,,NonResidential,False,Seattle,45500,941139.6875,Pioneer Square Hotel,Hotel,1914,2.68,7,-122.3352,45500.0,0,61.5,47.60154,121.3000031,98104.0,45500,4.0,,788902.0,Hotel,25540,313468.0,77.0,2016,Compliant,,1.0,
1414 BROADWAY,22.70000076,,Other,WA,723.5900268999999,137286.0,10.30000019,,230988.9063,6003000020,EAST,,NonResidential,False,Seattle,22320,0.0,AKER'S VOLKS-PORSCHE REPAIR (ID27825),"Repair Services (Vehicle, Shoe, Locksmith, etc)",1907,0.22,3,-122.32035060000001,22320.0,0,9.399999618999999,47.61340332,23.70000076,98122.0,22320,2.0,,72359.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",27825,40236.19922,,2016,Compliant,,1.0,
2006 NW Market Street,35.29999924,,Other,WA,969.9699707000001,209914.0,15.30000019,,330300.5,2767700935,BALLARD,,NonResidential,False,Seattle,21528,0.0,Ballard Masonic Center,Social/Meeting Hall,1924,0.31,6,-122.38242,21528.0,0,14.30000019,47.66894,36.5,98107.0,21528,2.0,,96997.0,Social/Meeting Hall,22327,61522.30078,,2016,Compliant,,1.0,
7717 Detroit Ave SW,180.1000061,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,8147.0,1804388.0,78.09999847,285.0,2828171.5,3024049026,DELRIDGE,,NonResidential,False,Seattle,30659,0.0,MMFS Upper Bldg,"Data Center, Non-Refrigerated Warehouse, Office",1988,1.82,1,-122.33977,27262.0,0,72.40000153,47.53309,186.1999969,98106.0,30659,2.0,,814700.0,Office,23051,528835.875,88.0,2016,Compliant,Data Center,1.0,8653.0
2400 11th Ave East,128.5,,K-12 School,WA,12133.12988,1264732.0,66.19999695,,2699616.0,2025049007,EAST,,NonResidential,False,Seattle,43594,0.0,Peyton,K-12 School,1968,1.68,3,-122.31643999999999,40809.0,0,60.70000076,47.64132,134.1999969,98102.0,43594,5.0,,1213313.0,K-12 School,21794,370671.8125,38.0,2016,Compliant,,1.0,
414 Olive Street,191.6999969,Retail Store,Small- and Mid-Sized Office,WA,0.0,3757005.0,64.90000153,,3992167.75,0659000385,DOWNTOWN,,NonResidential,False,Seattle,73399,0.0,Times Square Building,"Office, Retail Store",1916,0.36,7,-122.33808,51557.0,0,61.09999847,47.612559999999995,203.6999969,98101.0,73399,5.0,,0.0,Office,332,1101115.25,61.0,2016,Compliant,,1.0,9976.0
710 E. Roy St.,160.1999969,,University,WA,17123.87109,753713.0,105.3000031,,2737986.0,9831200125,EAST,,NonResidential,False,Seattle,31900,0.0,Kerry Hall,College/University,1921,3.02,3,-122.32303,26000.0,0,94.80000305,47.62531,171.1999969,98121.0,31900,3.0,,1712387.0,College/University,26956,220900.5938,,2016,Compliant,,1.0,
4701 University Way NE,164.8000031,Parking,Small- and Mid-Sized Office,WA,0.0,1100500.0,56.40000153,,1181649.25,8816400975,NORTHEAST,,NonResidential,False,Seattle,20962,0.0,4701 University Way Bldg,"Office, Parking",1957,0.27,4,-122.3134,20962.0,7004,52.5,47.66345,177.0,98105.0,27966,1.0,,0.0,Office,26528,322538.0,58.0,2016,Compliant,,1.0,7004.0
306 23rd Ave S,248.3000031,Office,Retail Store,WA,0.0,1676426.0,78.0,,1652954.75,3646100320,CENTRAL,,NonResidential,False,Seattle,21200,0.0,Promenade North 1,"Office, Retail Store",1998,0.55,3,-122.3017,14168.0,0,79.09999847,47.60009,244.8000031,98144.0,21200,2.0,,0.0,Retail Store,24893,491332.4063,15.0,2016,Compliant,,1.0,7032.0
190 Queen Anne,151.1999969,Parking,Large Office,WA,6915.233887,4059275.0,56.5,,5034942.5,1989201385,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,84210,0.0,190 Queen Anne,"Office, Parking",1974,0.63,7,-122.35638999999999,89075.0,18720,53.29999924,47.61949,155.6999969,98109.0,102930,5.0,2017,691523.0,Office,745,1189705.5,85.0,2016,Compliant,,1.0,15164.0
600 Broadway,259.7000122,Parking,Medical Office,WA,9698.369141,11761550.0,87.69999695,,12814944.0,2197600250,EAST,,NonResidential,False,Seattle,130262,0.0,600 Broadway,"Medical Office, Parking",1990,0.46,3,-122.3195445,146150.0,159157,87.09999847,47.60796711,260.2999878,98122.0,289419,5.0,,969837.0,Medical Office,831,3447113.0,59.0,2016,Compliant,,1.0,139000.0
1121 33rd Ave.,94.09999847,,K-12 School,WA,5464.591797,1824845.0,38.5,,2579774.5,7152200350,CENTRAL,,SPS-District K-12,True,Seattle,66994,0.0,Madrona K-8,K-12 School,2002,0.62,3,-122.29087,66994.0,0,35.40000153,47.61224,99.59999847,98122.0,66994,3.0,,546459.0,K-12 School,177,534831.5,79.0,2016,Error - Correct Default Data,,1.0,
2309 S Jackson St,615.4000244,Other,Supermarket / Grocery Store,WA,0.0,6058493.0,200.3999939,,6194518.0,3646100390,CENTRAL,,NonResidential,False,Seattle,30630,0.0,Promenade South 1,"Other, Supermarket/Grocery Store",1980,1.38,3,-122.30188999999999,28470.0,0,196.0,47.59881,629.2000122000001,98144.0,30630,1.0,,0.0,Supermarket/Grocery Store,24895,1775642.75,27.0,2016,Compliant,,1.0,2442.0
